descripcion,categoria
BOLETERIA JOINNUS CO,Ocio
HOSPITAL ANGELES CL,Salud
COMPRA HOMECENTER,Vivienda
DENTAL PLUS VISA,Salud
PAGO ONLINE OECHSLE,Compras
CONSULTORIO DENTAL SONRIE SAN ISIDRO,Salud
CARGO SANTA FE MALL,Compras
POS SANTA FE MALL,Compras
NORKYS #802422,Alimentación
COMPRA TC EPM,Servicios
LIDER LATAM,Alimentación
POS GYM SMARTFIT,Ocio
CONCIERTO LIVE NATION TARJETA 8731,Ocio
COMPRA INTL LATAM AIRLINES,Transporte
PROMART HOME CENTER LATAM,Vivienda
FARMATODO MASTERCARD,Salud
BUS EJECUTIVO MIRAFLORES,Transporte
COD DUNKIN,Alimentación
AVANTEL 21-02-2024,Servicios
CREEPES WAFFLES AR,Alimentación
TERPEL REF454878,Transporte
COMPRA ITUZAINGO PEAJE,Transporte
ANALISIS CLINICOS UNIDOS APROB479443,Salud
TELCEL LIMA,Servicios
TOTTUS LIMA,Alimentación
COMPRA INTL FERRETERIA EL TORNILLO,Vivienda
AT&T MEXICO 05/04,Servicios
DB SANCOR SEGUROS,Servicios
COPA AIRLINES SAN ISIDRO,Transporte
FALABELLA OP974667,Compras
OLIMPICA QR,Alimentación
TRX CREDITO VIVIENDA,Vivienda
PLATZI TIJUANA,Educación
FARMACIA SIMILARES AUT130044,Salud
COMPRA INTL ESTACIONAMIENTO,Transporte
TRX IBERDROLA,Servicios
CINEPLANET SAN ISIDRO,Ocio
XBOX LIVE JUN,Ocio
DEEZER #281829,Ocio
LA POSITIVA SEGUROS APROB135241,Servicios
APP CLARO,Servicios
WONG APROB107278,Alimentación
APP LA POLAR,Compras
PAGO SERV STEAM GAMES,Ocio
MIFARMA PE,Salud
PAGO SERV COPEC,Transporte
DEB TRANSANTIAGO,Transporte
JOCKEY PLAZA REF418105,Compras
SWIS MEDICAL COD184002,Servicios
DB MANTTO CONJUNTO,Vivienda
ADMINISTRACION EDIFICIO LAS CONDES,Vivienda
ITUZAINGO PEAJE OP505363,Transporte
PAGO SERV COOMEVA EPS,Servicios
CARGO SPORTLIFE GYM,Ocio
SPOTIFY*753982,Ocio
MODO*FLORA,Alimentación
ADMINISTRACION EDIFICIO TARJETA 7562,Vivienda
TRX CRISTAL,Alimentación
COMPRA TRUPER FERRETERIA,Vivienda
COMPRA POS EASY CONSTRUCCION,Vivienda
NRO OP 584283 COMISION INTERBANCARIA,Servicios
COMPRA POLLERIA NORKYS BARRANQUILLA,Alimentación
PULL BEAR 01/12/24,Compras
LIVERPOOL LIMA,Compras
MIFARMA COD256946,Salud
YAPE*ESPERANZA 170395,Alimentación
JUAN VALDEZ PE,Alimentación
APP CRISTAL,Alimentación
REF PULL BEAR,Compras
SANTA FE MALL APROBB158249,Compras
RETIRO PRIMAX,Transporte
COD TRUPER FERRETERIA,Vivienda
TRANSF A UBER EATS,Alimentación
COTO MEXICO,Alimentación
ONLINE PLAYCENTER,Ocio
REF CONSULTORIO DENTAL SONRIE,Salud
REF PLAZAS EXITO ROPA,Compras
FRISBY QR,Alimentación
WEB MUNDO MARINO,Ocio
DEB MANTTO CONJUNTO,Vivienda
COOMEVA EPS CO,Servicios
SANCOR SEGUROS SAN ISIDRO,Servicios
CRISTAL MAR DEL PLATA,Alimentación
PEDIDOSYA LIMA,Alimentación
SANCOR SEGUROS LIMA,Servicios
PAGO SERV FARMACIA GUADALAJARA,Salud
CLARO 25/06/24,Servicios
ONLINE MAX.COM,Ocio
AMZN MKTPLACE.COM,Compras
RIPLEY AUT748316,Compras
EBAY APROB323663,Compras
RETIRO SUBTE BUENOS AIRES,Transporte
ADMINISTRACION CONJUNTO RESIDENCIAL SAN ISIDRO,Vivienda
POS PAGO CERTIFICACION,Educación
DEBITO AUTOMATICO CONSULTORIO DENTAL SONRIE,Salud
DB GAS NATURAL,Servicios
DIDI REF077983,Transporte
PAGO PENSION UNIVERSIDAD LATAM,Educación
TRX PLAYCENTER,Ocio
DEBITO AUTOMATICO MUNDO MARINO,Ocio
ADIDAS STORE #760681,Compras
PALACIO DE HIERRO COLOMBIA,Compras
DEEZER*474583,Ocio
COMPRA CEVICHERIA EL RINCON CORDOBA,Alimentación
DEB PRESTO,Alimentación
APP DEEZER,Ocio
BATA ARGENTINA,Compras
CARGO CLARO SHOP,Compras
LA REBAJA VIRTUAL AUT720867,Salud
COSTANERA CENTER AUTORIZ 334332,Compras
NIKE STORE APROB030314,Compras
PAGO PENSION COLEGIO QR,Educación
COMPRA POS PULL BEAR,Compras
PAGO SERV FARMATODO,Salud
EASY CONSTRUCCION CABA,Vivienda
COMPRA WEB DISCO,Alimentación
NRO OP 715297 METRO CDMX,Transporte
WEB GAS NATURAL,Servicios
TRX LA REBAJA VIRTUAL,Salud
COMPRA INTL AMZN MKTPLACE,Compras
POS OPTICA GMO,Salud
NRO OP 499041 FARMACIA SIMILARES,Salud
TOTTUS CHILE STORE,Alimentación
CLARO SHOP 24/04,Compras
DB LIBRERIA CRISOL,Educación
TACO BELL CO,Alimentación
NETFLIX.COM VISA,Ocio
TEATRO MUNICIPAL TARJETA 1427,Ocio
PLIN*DANIELA,Servicios
H&M OP845681,Compras
YAPE*RICARDO,Alimentación
COTO OP534573,Alimentación
TRANSF A RIMAC SEGUROS,Servicios
PAPA JOHNS LATAM,Alimentación
NIKE STOREE TARJETA 9132,Compras
NRO OP 665740 PARAMOUNT PLUS,Ocio
PULL BEAR SAN ISIDRO,Compras
DEB AALQUILER DEPARTAMENTO,Vivienda
FARMACIA INKAFARMA AUTORIZ 957654,Salud
TRX ZARA,Compras
UNIMARC SAN ISIDRO,Alimentación
EDESUR SEP,Servicios
ALQUILER DEPARTAMENTO TARJETA 1762,Vivienda
RETIRO PARQUE DE LAS LEYENDAS,Ocio
MANTENIMIENTO TARJETA COD547323,Servicios
EXITO AUTORIZ 032960,Alimentación
BATA JUL,Compras
BURGER KING CARTAGENA,Alimentación
CRISTAL ARGENTINA,Alimentación
EDITORIAL SANTILLANA STORE,Educación
HOMECENTER AUT553450,Vivienda
PEAJE RUTA VISA,Transporte
DB MUNDO MARION,Ocio
ONILNE TEMU,Compras
COMPRA SHELL MIRAFLORES,Transporte
TRANSF A METRO DE LIMA,Transporte
COMISION MANTENIMIENTO CUENTA AUTORIZ 916031,Servicios
CASA DE CAMBIO LATAM,Otros
COSTANERA CENTER AUT390262,Compras
PLAZA VESTIR APROB101198,Compras
KARAOKE BOX 14/04/24,Ocio
HOSPITAL ANGELES OP577832,Salud
SPORTLIFE GYM ENE,Ocio
SUBTE BUENOS AIRES AUTORIZ 254422,Transporte
DENTAL PLUS MASTERCARD,Salud
DB AT&T MEXICO,Servicios
HOSPITAL ANGELES OP430571,Salud
ONLINE ML*COMPRA,Compras
NRO OP 653735 OPTICA GMO,Salud
BITEL AUTORIZ 127235,Servicios
PAGO ONLINE COTO,Alimentación
PAGO ONLINE PERSONAL ARG,Servicios
PLAZA VESTIR OP446065,Compras
DEB LIVERPOOL,Compras
MANTENIMIENTO TARJETA AUTORIZ 745678,Servicios
TEMU OP974314,Compras
CINEPLANET APROB957181,Ocio
CROSSFIT BOX CHICLAYO,Ocio
METRO OCT,Alimentación
COD BEMBOS,Alimentación
COD LIVERPOOL,Compras
PAGO SERV PLAYSTATION STORE,Ocio
PAGO D1,Alimentación
BATA AUTORIZ 391754,Compras
CARULLA VISA,Alimentación
APP PANADERIA SAN JORGE,Alimentación
IDDI COD610330,Transporte
PAGO ONLINE AMAZON,Compras
EDENOR VISA,Servicios
DEB CENCOSUD,Compras
PAGO DIDI,Transporte
OLIMPICA VISA,Alimentación
ONLINE ALIEXPRESS,Compras
POS VTR,Servicios
APP GIRO INTERNACIONAAL,Otros
COMPRA TC CARULLA,Alimentación
WEB PLAZAS EXITO ROPA,Compras
ADIDAS STORE APROB992070,Compras
TRANSF A INSTITUTO IDIOMAS,Educación
SHEIN #432223,Compras
OECHSLE AUTORIZ 153400,Compras
CARGO INDRIVE,Transporte
TRX HOSPITAL ITALIANO,Salud
SIT MEDELLIN COLOMBIA,Transporte
PARDOS CHICKEN APROB446638,Alimentación
DEEZER MIRAFLORES,Ocio
EBAY AUT996683,Compras
OSDE PREPAGA APROB806653,Servicios
PAGO A TERCEROS ENVIGADO,Otros
ONLINE TICKETMASTER,Ocio
EL CORRAL #152789,Alimentación
MERCADO PAGO*PRIMITIVO,Servicios
PLIN*ISIDORO 481692,Alimentación
PARKING PLUS.COM,Transporte
COMPRA INTL D1,Alimentación
TRX CUOTA CONDOMINIO,Vivienda
COMPRA INTL ANALISIS CLINICOS UNIDOS,Salud
PULL BEAR AUTORIZ 473889,Compras
PLIN*FELICIANA,Alimentación
CENCOSUD TARJETA 3155,Compras
PULL BEAR QR,Compras
KFC LIMA,Alimentación
NRO OP 358331 EASY CONSTRUCCION,Vivienda
H&M VISAA,Compras
APP MAKRO,Alimentación
TRX FARMACIA SIMILARES,Salud
DEB ML*COMPRA,Compras
CARGO CRUZ DEL SUR,Transporte
NIKE STORE VISA,Compras
DB JUMBO,Alimentación
PETROPERU AUTORIZ 709717,Transporte
PUMA ENERGY DIC,Transporte
COMPRA STARBUCKS,Alimentación
COMPRA INTL METRO CDMX,Transporte
COMPRA LIDER TIJUANA,Alimentación
TRANSF A AVANTEL,Servicios
TRANSF A ENEL,Servicios
IBERDROLA VISA,Servicios
COMPRA TC BEAT,Transporte
FERIA DEL LIBRO #426850,Ocio
PARQUE ARAUCO SAN ISIDRO,Compras
POS NORKYS,Alimentación
CREDITO VIVIENDA TARJETA 2246,Vivienda
TIGO COD258496,Servicios
PRESTO AUT873069,Alimentación
EDESUR COD201094,Servicios
COD FARMACIA INKAFARMA,Salud
TELMEX INTERNET VISA,Servicios
CASA DE CAMBIO*638235,Otros
UNIVERSIDAD ANDES LIMA,Educación
DEB INMOBILIARIA CENTURY21,Vivienda
REF METRO CDMX,Transporte
ONLINE SEGUROS BOLIVAR,Servicios
RIPLEY TARJETA 6957,Compras
COMPRA WEB PAGO HIPOTECARIO,Vivienda
REF GIRO INTERNACIONAL,Otros
JOCKEY PLAZA VISA,Compras
DEBITO AUTOMATICO SPOTIFY,Ocio
COD PAGO CERTIFICACION,Educación
PEAJE RUTA COD399975,Transporte
DEBITO AUTOMATICO SHELL,Transporte
PAGO SERV LINKEDIN LEARNING,Educación
CREPES WAFFLES AUTORIZ 745346,Alimentación
CODENSA VISA,Servicios
COMPRA INTL PEAJE RUTAS DEL SOL,Transporte
INSTITUTO IDIOMAS LIMA,Educación
NRO OP 489790 PEMEX,Transporte
AMZN MKTPALCE AUTORIZ 989342,Compras
COD TRANSANTIAGO,Transporte
ONLINE TELCEL,Servicios
DEB ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
G500 AUT463061,Transporte
AMAZON MASTERCARD,Compras
DEBITO AUTOMATICO BODYTECH GYM,Ocio
MERCADO SHOPS APROB169497,Compras
COMPRA ENTEL CHICLAYO,Servicios
MERCADO PAGO*TELMO 126329,Alimentación
DEB DIA,Alimentación
SPOTIFY MX,Ocio
FARMACIAS DEL AHORRO SAN ISIDRO,Salud
COMPRA PAGO VARIOS TRUJILLO,Otros
COMPRA WEB AMAZON PRIME VIDEO,Ocio
OXXO VISA,Alimentación
COMPRA MUSEO INTERACTIVO,Ocio
NINTENDO ESHOP STORE,Ocio
EL CORRAL*675600,Alimentación
GYM SMARTFIT LATAM,Ocio
NRO OP 588835 AMAZON,Compras
TOTTUS CHILE OP876875,Alimentación
ENTEL OP196782,Servicios
COOMEVA EPS MX,Servicios
FRISBY 01-01-2025,Alimentación
DEBITO AUTOMATICO COURSERA,Educación
BERSHKA LATAM,Compras
REF HBO MAX,Ocio
PLAZA VVEA SHOP QR,Compras
ADMINISTRACION CONJUNTO RESIDENCIAL REF544309,Vivienda
NRO OP 786670 PETROPERU,Transporte
SORIANA REF975271,Alimentación
ALQUILER DEPARTAMENTO MASTERCARD,Vivienda
PLATZI STORE,Educación
APPLE TV PLUS STORE,Ocio
COD CONCIERTO LIVE NATION,Ocio
CARGO CHILIS,Alimentación
ESTACIONAMIENTO MASTERCARD,Transporte
SODIMAC CONSTRUCCION SAN ISIDRO,Vivienda
CARGO SORIANA,Alimentación
MUSEO INTERACTIVO STORE,Ocio
BITEL VISA,Servicios
PAGO ONLINE TAXI DATUM,Transporte
CLINICA LAS AMERICAS MIRAFLORES,Salud
PLAZA VESTIR QR,Compras
SCOOTER MOVO SAN ISIDR,Transporte
COMPRA POS BATA,Compras
COMPRA TC LA COMER,Alimentación
TRANSF A ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
TRANSANTIAGO MAR DEL PLATA,Transporte
COMPRA TC PAGO MATRICULA,Educación
EASY CONSTRUCCION MAIPU,Vivienda
YPE*ÚRSULA 042105,Servicios
RETIRO CLARO INTERNET,Servicios
NRO OP 636388 MASSIMO DUTTI,Compras
NRO OP 682268 NORKYS,Alimentación
WOM FIBRA LIMA,Servicios
TRX CLINICA LAS AMERICAS,Salud
DAVIPLATA*ARACELI,Servicios
COMPRA PLAZA VEA CALLAO,Alimentación
COMPRA TC CREDITO VIVIENDA,Vivienda
TERPEL*792283,Transporte
LABORATORIO CLINICO ROCHE REF315818,Salud
CARREFOUR LIMA,Alimentación
POS CREDITO VIVIENDA,Vivienda
COMPRA PARKING PLUS CABA,Transporte
AEROMEXICO.COM,Transporte
COMPRA POS PEAJE RUTA,Transporte
DEB PETROPERU,Transporte
LA POSITIVA SEGUROS SAN ISIDRO,Servicios
COMPRA TC METRO,Alimentación
DEBITO AUTOMATICO SEDAPAL,Servicios
FRISBY.COM,Alimentación
COPA AIRLINES OP930678,Transporte
NEQUI*JOSE IGNACIO 460905,Alimentación
LIVERPOOL OP043937,Compras
DEB PARQUE DE LAS LEYENDAS,Ocio
TRANSF A FERRETERIA EL TORNILLO,Vivienda
EASY CONSTRUCCION CALI,Vivienda
NRO OP 573547 PARAMOUNT PLUS,Ocio
CARGO MUNDO MARINO,Ocio
POS STARBUCKS,Alimentación
COPPEL REF264589,Compras
DB COPA AIRLINES,Transporte
TRX AVIANCA,Transporte
EDITORIA LSANTILLANA MIRAFLORES,Educación
CLINICA RICARDO PALMA STORE,Salud
SHELL AUTORIZ 563143,Transporte
CONCIERTO LIVE NATION REF100728,Ocio
NORKYS ROSARIO,Alimentación
OLIMPICA AGO,Alimentación
NINTENDO ESHOP REF251915,Ocio
INSTITUTO CIBERTEC NOV,Educación
COMPRA POS SANITAS EPS,Servicios
COMPRA COPPEL MAIPU,Compras
POS ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
APGO ONLINE CINEMARK,Ocio
DB REPSOL,Transporte
LIDER COD847355,Alimentación
COMPRA HOSPITAL ANGELES,Salud
FARMACIA GUADALAJARA 01APR,Salud
NEQUI*MARISOL,Servicios
NRO OP 218952 SHELL,Transporte
NRO OP 728894 ANALISIS CLINICOS UNIDOS,Salud
TICKETMASTER NUNOA,Ocio
ONLINE PAGO PENSION COLEGIO,Educación
ONLINE RIMAC SEGUROS,Servicios
NETFLIX.COM TARJETA 9564,Ocio
COMPRA APPLE.COM,Compras
PAGO VARIOS*674689,Otros
NRO OP 806544 OECHSLE,Compras
NETFLIX.COM ENE,Ocio
TRUPER FERRETERIA MASTERCARD,Vivienda
NRO OP 024942 PARAMOUNT PLUS,Ocio
TOTTUS CHILE AUTORIZ 486628,Alimentación
LA COMER*180768,Alimentación
CLINICA RICARDO PALMA #164973,Salud
NRO OP 951930 CUOTA CONDOMINIO,Vivienda
INSTITUTO IDIOMAS STORE,Educación
COMPRA INTL PAGO VARIOS,Otros
ONLINE PLAZAS EXITO ROPA,Compras
AUTOPISTA NORET QR,Transporte
OLIMPICA COD438692,Alimentación
RIFA BENEFICA VISA,Otros
WEB WOM FIBRA,Servicios
DB AMAZON,Compras
TRANSF A EDENOR,Servicios
YAPE*DARÍO 782569,Servicios
COD PEAJE RUTAS DEL SOL,Transporte
COMPRA TC CLINICA SHAIO,Salud
PALACIO DE HIERRO LATAM,Compras
PANADERIA SAN JORGE LIMA,Alimentación
COMPRA PEAJE RUTA,Transporte
PLAYCENTER AGO,Ocio
MASSIMO DUTTI AUTORIZ 990175,Compras
TRX CHILIS,Alimentación
NEQUI*MAXI 555668,Alimentación
UNIVERSIDAD PACIFICO LATAM,Educación
COMPRA WEB CFE,Servicios
PAGO SERV MOVISTAR,Servicios
FARMATODO MIRAFLORES,Salud
COMPRA AVANTEL,Servicios
DEBTO AUTOMATICO PUMA ENERGY,Transporte
TOTTUS BUENOS AIRES,Alimentación
DB DIDI FOOD,Alimentación
COMPRA TC JUAN VALDEZ,Alimentación
ADIDAS STORE AUTORIZ 808391,Compras
DB FALABELLA,Compras
PAGO PENSION COLEGIO AUTORIZ 007438,Educación
METRO STORE,Alimentación
PLIN*JULIE,Alimentación
COMPRA TC LATAM AIRLINES,Transporte
ONLINE SODIMAC CONSTRUCCION,Vivienda
CARULLA MIRAFLORES,Alimentación
ALLIANZ SEGUROS*028901,Servicios
NEQUI*EDGARDO,Servicios
NINTENDO ESHOP TARJETA 3579,Ocio
SHEIN QR,Compras
POS EDENOR,Servicios
7 ELEVEN VISA,Alimentación
SALCOBRAND #566250,Salud
FALABELLA APROB336416,Compras
COMPRA COTO,Alimentación
PAGO SERV FARMACIA BENAVIDES,Salud
DAVIPLATA*VITO,Otros
PPULL BEAR AUT333411,Compras
PALACIO DE HIERRO.COM,Compras
GYM SMARTFIT LIMA,Ocio
TRX BODYTECH GYM,Ocio
TRX COMISION INTERBANCARIA,Servicios
PAGO CLINICA SHAIO,Salud
TRANSF A PARQUE ARAUCO,Compras
COMPRA PARQUE EXPLORA POLANCO,Ocio
REF SODIMAC CONSTRUCCION,Vivienda
PAGO ML*COMPRA,Compras
NRO OP 903093 COPEC,Transporte
ITUZAINGO PEAJE OP346313,Transporte
COMPRA INTL WALMART,Alimentación
DEBITO AUTOMATICO DUNKIN,Alimentación
TAXI DATUM LATAM,Transporte
BEAT REF478143,Transporte
PRIMAX #319389,Transporte
LIBRERIA CRISOL #013488,Educación
PAGO ONLINE MIFARMA,Salud
CINEPLANET AUT302654,Ocio
WEB AMAZON,Compras
SHEIN TARJETA 2217,Compras
NRO OP 205451 PANADERIA SAN JORGE,Alimentación
RIPLEY ABR,Compras
COD ML*COMPRA,Compras
CINE COLOMBIA OP753171,Ocio
CARULLA PE,Alimentación
TRX SEDAPAL,Servicios
VEA SUPERMERCADO GUADALAJARA,Alimentación
FARMACIA SIMILARES #760009,Salud
WEB GASCO,Servicios
WEB MAX.COM,Ocio
CROSSFIT BOX TARJETA 1086,Ocio
SPORTLIFE GYM APROB975352,Ocio
TRANSF A CLARO SHOP,Compras
OPTICA GMO QR,Salud
NRO OP 673388 CINEMARK,Ocio
COMPRA INTL LINKEDIN LEARNING,Educación
CINE COLOMBIA.COM,Ocio
COMPRA POS METRO DE LIMA,Transporte
YPF.COM,Transporte
COD ADMINISTRACION EDIFICIO,Vivienda
NRO OP 156755 REPSOL,Transporte
CLINICA SHAIO AUT392590,Salud
UBER TRIP STORE,Transporte
MASSIMO DUTTI 12/02,Compras
POS PRESTO,Alimentación
COMPRA SHEIN PALERMO,Compras
PARKING PLUS MASTERCARD,Transporte
JUA VALDEZ LIMA,Alimentación
DISCOTECA CLUB SEP,Ocio
PAGO BOLETERIA JOINNUS,Ocio
COMPRA INTL CARREFOUR,Alimentación
COMPRA WOM,Servicios
PLAYCENTER AUT980025,Ocio
YAPE*JUDITH,Alimentación
SUBWAY*190349,Alimentación
POS METRO,Alimentación
NRO OP 989860 GAS NATURAL,Servicios
CUOTA CONDOMINIO COD026869,Vivienda
PLAZAS EXITO ROPA*542678,Compras
OECHSLE MASTERCARD,Compras
CENTRO MEDICO SAN FELIPE REF412212,Salud
GASCO PROVIDENCIA,Servicios
SEARS OP179122,Compras
GAS NATURAL MASTERCARD,Servicios
LIDER 29/08/24,Alimentación
COMPRA HOSPITAL TALIANO,Salud
COSTANERA CENTER APROB861972,Compras
PAGO ONLINE WOM,Servicios
TAXI DATUM REF584066,Transporte
DEPOSITO VARIOS OP378443,Otros
ML*COMPRA AUT819017,Compras
ONLINE PANADERIA SAN JORGE,Alimentación
COMPRA PLAYCENTER MENDOZA,Ocio
COMPRA MAESTRO HOME CENTER,Vivienda
TRUPER FERRETERIA LATAM,Vivienda
SPOTIFY*518101,Ocio
NRO OP 552205 MIFARMA,Salud
PULL BEAR STORE,Compras
COMPRA TC RIFA BENEFICA,Otros
TRANSANTIAGO 30/04/25,Transporte
TICKETMASTER AUT395666,Ocio
COD FARMATODO,Salud
DEBITO AUTOMATICO HOSPITAL ITALIANO,Salud
HOMECENTER COD913034,Vivienda
MODO*CHELO,Alimentación
CARGO DEPOSITO VARIOS,Otros
PAGO ARRIENDO*841781,Vivienda
COOMEVA EPS CL,Servicios
TRX ENEL,Servicios
FARMACIAS DEL AHORRO COD486181,Salud
ADMINISTRACION CONJUNTO RESIDENCIAL OP713166,Vivienda
PLAZAS EXITO ROPA AUTORIZ 681508,Compras
BAR EL BOTIJON APROB386176,Ocio
CUOTA CONDOMINIO BARRANQUILLA,Vivienda
EASY CONSTRUCCION*764753,Vivienda
COMPRA CABIFY MEDELLIN,Transporte
PAGO HIPOTECARIO APROB754849,Vivienda
SNTA FE MALL AGO,Compras
COTO SAN ISIDRO,Alimentación
POOS FALABELLA,Compras
MASSIMO DUTTI COD923470,Compras
CINEMARK OP469105,Ocio
ALLIANZ SEGUROS VISA,Servicios
ONLINE CONCIERTO LIVE NATION,Ocio
DB INSTITUTO CIBERTEC,Educación
PLAZA VESTIR COD700016,Compras
APP XBOX LIVE,Ocio
DB TRANSMILENIO,Transporte
COMPRA IN DRIVER,Transporte
KARAOKE BOX NOV,Ocio
TRX SANCOR SEGUROS,Servicios
EL CORRAL OP143486,Alimentación
NRO OP 995521 BERSHKA,Compras
UBER TRIP.COM,Transporte
PLIN*ÓSCAR 614061,Alimentación
PAGO ONLINE PLAZAS EXITO ROPA,Compras
LIVERPOOL APROB451092,Compras
PAGO CINEPOLIS,Ocio
MANTTO CONJUNTO TARJETA 3306,Vivienda
COMPRA INTL PAGO PENSION UNIVERSIDAD,Educación
DENTAL PLUS AR,Salud
G500 #088386,Transporte
ONLINE FERIA DEL LIBRO,Ocio
SCOOTER MOVO.COM,Transporte
LABORATORIO CLINICO ROCHE COD468422,Salud
PAGO SERV SORTEO LOTERIA,Otros
DB COSTANERA CENTER,Compras
COD CENCOSUD,Compras
DEB BODYTECH GYM,Ocio
COMPRA POS UDEMY,Educación
EBAY APROB879711,Compras
COMPRA INTL SEARS,Compras
PAGO A TERCEROS REF986800,Otros
REF FARMACIA INKAFARMA,Salud
TRANSF A XBOX LIVE,Ocio
D1 01/02/25,Alimentación
G500 VISA,Transporte
CRUZ VERDE REF151806,Salud
AGUAS ANDINAS VISA,Servicios
TEATRO MUNICIPAL LIMA,Ocio
COMPRA FRISBY MONTERREY,Alimentación
MAPFRE SEGUROS AUT349865,Servicios
EDESUR TARJETA 7848,Servicios
PROMART HOME CENTER MEXICO,Vivienda
MERCADO PAGO*SELENA 196139,Servicios
MERCADO PAGO*FABIOLA,Alimentación
TRX SEARS,Compras
KFC TARJETA 2021,Alimentación
7 ELEVEN CDMX,Alimentación
CUOTA CONDOMINIO AUTORIZ 053840,Vivienda
APP CRUZ VERDE,Salud
TRX BAR EL BOTIJON,Ocio
AVIANCA.COM,Transporte
GASCO OP264159,Servicios
INDRIVE QR,Transporte
WEB 7 ELEVEN,Alimentación
AVIANCA AUT772752,Transporte
ESTACIONAMIENTO COD580848,Transporte
RETIRO TELCEL,Servicios
PLAZA VEA CL,Alimentación
RIFA BENEFICA OP391286,Otros
COMPRA CENTRO MEDICO SAN FEELIPE,Salud
POLLERIA NORKYS 24APR,Alimentación
PRESTO TARJETA 2718,Alimentación
PLAZA VEA SHOP COD856712,Compras
BAR EL BOTIJON TARJETA 6284,Ocio
NORKYS OP734873,Alimentación
SUBWAY.COM,Alimentación
AMAZON PRIME VIDEO 11-10-2024,Ocio
REF DISCOTECA CLUB,Ocio
COSTANERA CENTER OP043141,Compras
COD IN DRIVER,Transporte
NRO OP 300824 NINTENDO ESHOP,Ocio
CHINA TOWN AUT038749,Alimentación
COMPRA SEDAPAL,Servicios
COMPRA INTL MAKRO,Alimentación
PAGO ONLINE CINE COLOMBIA,Ocio
REF OLIMPICA,Alimentación
DIA LATAM,Alimentación
COMPRA POS SWISS MEDICAL,Servicios
COMPRA WEB PAPA JOHNS,Alimentación
NRO OP 307626 ENEX,Transporte
MOVISTAR FIBRA MIRAFLORES,Servicios
APP KKARAOKE BOX,Ocio
POS AVIANCA,Transporte
ENEX LIMA,Transporte
TRANSANTIAGO APROB982330,Transporte
COMPRA EASY CONSTRUCCION,Vivienda
COMPRA POS ALLIANZ SEGUROS,Servicios
PUMA ENERGY CABA,Transporte
COMPRA LIDER POLANCO,Alimentación
WOM TRUJILLO,Servicios
COSTANERA CENTER AUT960676,Compras
DEBITO AUTOMATICO PLAZA VEA SHOP,Compras
SAGA FALABELLA MAR,Compras
SURA SEGUROS 12/05,Servicios
ADMINISTRACION CONJUNTO RESIDENCIAL MIRAFLORES,Vivienda
CINEPOLIS #643963,Ocio
WEB SIT MEDELLIN,Transporte
DIDI MASTERCARD,Transporte
MAESTRO HOME CENTER 22/06,Vivienda
COURSERA*013107,Educación
COMPRA XBOX LIVE BUENO AIRES,Ocio
FARMACIA GUADALAJARA VISA,Salud
MODO*HÉCTOR,Servicios
VIVNADA AUT430747,Alimentación
BERSHKA SAN ISIDRO,Compras
MASSIMO DUTTI COD976943,Compras
TRANSMILENIO AUT932788,Transporte
CARULLA QR,Alimentación
REF MAX.COM,Ocio
CHEDRAUI LIMA,Alimentación
PLAYSTATION STORE #282024,Ocio
POS PANADERIA SAN JORGE,Alimentación
REF PAYLESS,Compras
PEAJE RUTA MIRAFLORES,Transporte
YOUTUBE PREMIUM 14/03,Ocio
G500 AUT086961,Transporte
MAKRO AUTORIZ 118061,Alimentación
MUNDO MARINO REF295063,Ocio
MAPFRE SEGUROS AR,Servicios
CRUZ DEL SUR REF242655,Transporte
PULL BEAR MASTERCARD,Compras
CLARO SHOP SAN ISIDRO,Compras
APP AUTOPISTA NORTE,Transporte
LINKEDIN LEARNING COD956693,Educación
REF JOCKEY PLAZA,Compras
DISCOTECA CLUB OP712213,Ocio
IZZI TELECOM STORE,Servicios
TEMU TARJETA 0911,Compras
MUNDO MARINO JUN,Ocio
FARMACIAS DEL AHORRO MASTERCARD,Salud
INDRIVE AUTORIZ 291746,Transporte
UNIMARC*298025,Alimentación
PARAMOUNT PLUS CO,Ocio
COMPRA WEB CINEPLANET,Ocio
DB MOVISTAR FIBRA,Servicios
ONLINE UNIVERSIDAD PACIFICO,Educación
REF WONG,Alimentación
DAVIPLATA*EUFEMIA,Servicios
COMPRA GAS NATURAL,Servicios
SODIMAC CONSTRUCCION NUNOA,Vivienda
FARMACIA SIMILARES AUTORIZ 461158,Salud
TRANSF A VEA SUPERMERCADO,Alimentación
NEQUI*CARMELA,Servicios
COMPRA UBER TRIP CABA,Transporte
ADMINISTRACION CONJUNTO RESIDENCIAL NOV,Vivienda
COMPRA INTL COMISION MANTENIMIENTO CUENTA,Servicios
POS MUNDO MARINO,Ocio
POS OLIMPICA,Alimentación
WEB UBER EATS,Alimentación
YAPE*ROXANA 976883,Alimentación
DAVIPLATA*CALISTA 999098,Servicios
COMPRA PLAZA VESTIR MENDOZA,Compras
APP PALACIO DE HIERRO,Compras
TRX XBOX LIVE,Ocio
REF BATA,Compras
NRO OP 049147 AJUSTE CONTABLE,Otros
METRO*217880,Alimentación
PAGO SEARS,Compras
